year,geo,structure_type,building_permits_sum,population,percentage_of_seniors,percentage_of_students,GDP_millions
2018,Ontario,"Library, museum, art gallery, aquarium, botanical garden, archive building, scientific center",22,14393683.00,16.49,14.18,730300.00
2018,Ontario,Maintenance building,36,14393683.00,16.49,14.18,730300.00
2018,Ontario,Major multiple dwelling projects,36393,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Medical, hospital",103,14393683.00,16.49,14.18,730300.00
2018,Ontario,Mining and agriculture,424,14393683.00,16.49,14.18,730300.00
2018,Ontario,Mining building,13,14393683.00,16.49,14.18,730300.00
2018,Ontario,Minor multiple dwelling projects,1985,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Motel, cabin for tourism",1,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Motor vehicle show room (new and used) - car dealership, used car, motorcycle and tractor sale",29,14393683.00,16.49,14.18,730300.00
2018,Ontario,Multiple dwelling building total,67085,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Office building - consultant's office, doctor's office, insurance company, bank, taxi stand, office with cafeteria, office with smoke shop",799,14393683.00,16.49,14.18,730300.00
2018,Ontario,Office buildings,808,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Office complex, office and store, office and apartment",9,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Other accommodation - student's residence, boarding house, religious residence, hostel, dormitory",29,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Other government building - police station, prison, fire station, military building",26,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Outdoor recreational building - country club, golf club campground facilities, outdoor skating rink, outdoor swimming pool",30,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Plant for manufacturing, processing and assembling goods",195,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Post-secondary institution - technical institute, trade school",44,14393683.00,16.49,14.18,730300.00
2018,Ontario,Recreation,135,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Restaurant, bar, tavern, night club, diner, donut shop",182,14393683.00,16.49,14.18,730300.00
2018,Ontario,Retail and wholesale outlets,372,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Retail complex - plaza, mall, shopping center, store and office building",182,14393683.00,16.49,14.18,730300.00
2018,Ontario,Row condominium,1810,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Schools, education",406,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Secondary school, high school, junior high school",100,14393683.00,16.49,14.18,730300.00
2018,Ontario,Service stations,52,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Special building use - funeral director, crematorium, mausoleum",10,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Theatre and performing art center - movie theatre, concert hall, opera house, cultural center",18,14393683.00,16.49,14.18,730300.00
2018,Ontario,Total demolitions,2635,14393683.00,16.49,14.18,730300.00
2018,Ontario,Total major institutional and governmental projects,653,14393683.00,16.49,14.18,730300.00
2018,Ontario,Total major non-residential projects,3527,14393683.00,16.49,14.18,730300.00
2018,Ontario,Total major permits residential and non-residential,69928,14393683.00,16.49,14.18,730300.00
2018,Ontario,Total major residential project,66401,14393683.00,16.49,14.18,730300.00
2018,Ontario,Total minor commercial projects,7405,14393683.00,16.49,14.18,730300.00
2018,Ontario,Total minor industrial projects,3130,14393683.00,16.49,14.18,730300.00
2018,Ontario,Total minor institutional and governmental projects,1442,14393683.00,16.49,14.18,730300.00
2018,Ontario,Total minor non-residential projects,11977,14393683.00,16.49,14.18,730300.00
2018,Ontario,Total minor residential and non-residential,35586,14393683.00,16.49,14.18,730300.00
2018,Ontario,Total minor residential project,23609,14393683.00,16.49,14.18,730300.00
2018,Ontario,Trade and services,593,14393683.00,16.49,14.18,730300.00
2018,Ontario,Transportation terminal,69,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Transportation, utilities",130,14393683.00,16.49,14.18,730300.00
2018,Ontario,University,59,14393683.00,16.49,14.18,730300.00
2018,Ontario,Utility building,51,14393683.00,16.49,14.18,730300.00
2018,Ontario,Warehouses,233,14393683.00,16.49,14.18,730300.00
2018,Ontario,"Welfare, home",55,14393683.00,16.49,14.18,730300.00
2018,Prince Edward Island,Agriculture,5,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Apartment,167,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Apartment condominium,0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Apartment total,167,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Churches, religion",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Clinic - health unit, out-patient clinic, first aid station",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Communication building,0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Convention center, exhibition building",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Double total,57,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Elementary school, kindergarten",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Factories, plants",5,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Government buildings,0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Government legislative and administration building other than office building - city hall, court of justice, embassy, parliament and senate building",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Hospital general - military, specialized",1,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Hotel, hotel and motel, motor hotel",2,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Hotels, restaurants",6,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Indoor recreational building - sports complex, tennis court and squash, community center, arena, curling club, swimming pool",1,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Laboratories,0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Library, museum, art gallery, aquarium, botanical garden, archive building, scientific center",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Maintenance building,0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Major multiple dwelling projects,266,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Medical, hospital",1,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Mining and agriculture,5,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Mining building,0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Minor multiple dwelling projects,6,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Motel, cabin for tourism",1,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Motor vehicle show room (new and used) - car dealership, used car, motorcycle and tractor sale",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Multiple dwelling building total,487,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Office building - consultant's office, doctor's office, insurance company, bank, taxi stand, office with cafeteria, office with smoke shop",2,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Office buildings,2,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Office complex, office and store, office and apartment",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Other accommodation - student's residence, boarding house, religious residence, hostel, dormitory",1,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Other government building - police station, prison, fire station, military building",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Outdoor recreational building - country club, golf club campground facilities, outdoor skating rink, outdoor swimming pool",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Plant for manufacturing, processing and assembling goods",5,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Post-secondary institution - technical institute, trade school",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Recreation,1,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Restaurant, bar, tavern, night club, diner, donut shop",2,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Retail and wholesale outlets,11,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Retail complex - plaza, mall, shopping center, store and office building",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Row condominium,0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Schools, education",1,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Secondary school, high school, junior high school",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Service stations,0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Special building use - funeral director, crematorium, mausoleum",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Theatre and performing art center - movie theatre, concert hall, opera house, cultural center",0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Total demolitions,20,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Total major institutional and governmental projects,2,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Total major non-residential projects,39,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Total major permits residential and non-residential,876,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Total major residential project,837,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Total minor commercial projects,63,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Total minor industrial projects,35,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Total minor institutional and governmental projects,9,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Total minor non-residential projects,107,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Total minor residential and non-residential,382,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Total minor residential project,275,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Trade and services,11,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Transportation terminal,0,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Transportation, utilities",1,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,University,1,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Utility building,1,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,Warehouses,6,155129.00,18.96,13.13,5800.00
2018,Prince Edward Island,"Welfare, home",0,155129.00,18.96,13.13,5800.00
2018,Quebec,Agriculture,218,8433888.00,18.82,11.20,367100.00
2018,Quebec,Apartment,18159,8433888.00,18.82,11.20,367100.00
2018,Quebec,Apartment condominium,4726,8433888.00,18.82,11.20,367100.00
2018,Quebec,Apartment total,22885,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Churches, religion",10,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Clinic - health unit, out-patient clinic, first aid station",20,8433888.00,18.82,11.20,367100.00
2018,Quebec,Communication building,4,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Convention center, exhibition building",6,8433888.00,18.82,11.20,367100.00
2018,Quebec,Double total,2694,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Elementary school, kindergarten",162,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Factories, plants",129,8433888.00,18.82,11.20,367100.00
2018,Quebec,Government buildings,46,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Government legislative and administration building other than office building - city hall, court of justice, embassy, parliament and senate building",31,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Hospital general - military, specialized",39,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Hotel, hotel and motel, motor hotel",18,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Hotels, restaurants",117,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Indoor recreational building - sports complex, tennis court and squash, community center, arena, curling club, swimming pool",52,8433888.00,18.82,11.20,367100.00
2018,Quebec,Laboratories,10,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Library, museum, art gallery, aquarium, botanical garden, archive building, scientific center",5,8433888.00,18.82,11.20,367100.00
2018,Quebec,Maintenance building,13,8433888.00,18.82,11.20,367100.00
2018,Quebec,Major multiple dwelling projects,27273,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Medical, hospital",59,8433888.00,18.82,11.20,367100.00
2018,Quebec,Mining and agriculture,223,8433888.00,18.82,11.20,367100.00
2018,Quebec,Mining building,5,8433888.00,18.82,11.20,367100.00
2018,Quebec,Minor multiple dwelling projects,7359,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Motel, cabin for tourism",1,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Motor vehicle show room (new and used) - car dealership, used car, motorcycle and tractor sale",15,8433888.00,18.82,11.20,367100.00
2018,Quebec,Multiple dwelling building total,57928,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Office building - consultant's office, doctor's office, insurance company, bank, taxi stand, office with cafeteria, office with smoke shop",290,8433888.00,18.82,11.20,367100.00
2018,Quebec,Office buildings,300,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Office complex, office and store, office and apartment",10,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Other accommodation - student's residence, boarding house, religious residence, hostel, dormitory",25,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Other government building - police station, prison, fire station, military building",15,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Outdoor recreational building - country club, golf club campground facilities, outdoor skating rink, outdoor swimming pool",19,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Plant for manufacturing, processing and assembling goods",116,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Post-secondary institution - technical institute, trade school",68,8433888.00,18.82,11.20,367100.00
2018,Quebec,Recreation,81,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Restaurant, bar, tavern, night club, diner, donut shop",67,8433888.00,18.82,11.20,367100.00
2018,Quebec,Retail and wholesale outlets,177,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Retail complex - plaza, mall, shopping center, store and office building",171,8433888.00,18.82,11.20,367100.00
2018,Quebec,Row condominium,181,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Schools, education",340,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Secondary school, high school, junior high school",69,8433888.00,18.82,11.20,367100.00
2018,Quebec,Service stations,34,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Special building use - funeral director, crematorium, mausoleum",10,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Theatre and performing art center - movie theatre, concert hall, opera house, cultural center",10,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total demolitions,1362,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total major institutional and governmental projects,492,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total major non-residential projects,1880,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total major permits residential and non-residential,43724,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total major residential project,41844,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total minor commercial projects,4164,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total minor industrial projects,1656,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total minor institutional and governmental projects,742,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total minor non-residential projects,6562,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total minor residential and non-residential,66988,8433888.00,18.82,11.20,367100.00
2018,Quebec,Total minor residential project,60426,8433888.00,18.82,11.20,367100.00
2018,Quebec,Trade and services,373,8433888.00,18.82,11.20,367100.00
2018,Quebec,Transportation terminal,9,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Transportation, utilities",50,8433888.00,18.82,11.20,367100.00
2018,Quebec,University,36,8433888.00,18.82,11.20,367100.00
2018,Quebec,Utility building,37,8433888.00,18.82,11.20,367100.00
2018,Quebec,Warehouses,71,8433888.00,18.82,11.20,367100.00
2018,Quebec,"Welfare, home",37,8433888.00,18.82,11.20,367100.00
2018,Saskatchewan,Agriculture,19,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Apartment,854,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Apartment condominium,17,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Apartment total,871,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Churches, religion",7,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Clinic - health unit, out-patient clinic, first aid station",0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Communication building,0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Convention center, exhibition building",1,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Double total,84,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Elementary school, kindergarten",2,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Factories, plants",17,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Government buildings,1,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Government legislative and administration building other than office building - city hall, court of justice, embassy, parliament and senate building",0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Hospital general - military, specialized",4,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Hotel, hotel and motel, motor hotel",5,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Hotels, restaurants",25,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Indoor recreational building - sports complex, tennis court and squash, community center, arena, curling club, swimming pool",15,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Laboratories,0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Library, museum, art gallery, aquarium, botanical garden, archive building, scientific center",2,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Maintenance building,8,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Major multiple dwelling projects,1231,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Medical, hospital",4,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Mining and agriculture,19,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Mining building,0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Minor multiple dwelling projects,275,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Motel, cabin for tourism",0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Motor vehicle show room (new and used) - car dealership, used car, motorcycle and tractor sale",8,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Multiple dwelling building total,2498,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Office building - consultant's office, doctor's office, insurance company, bank, taxi stand, office with cafeteria, office with smoke shop",43,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Office buildings,43,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Office complex, office and store, office and apartment",0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Other accommodation - student's residence, boarding house, religious residence, hostel, dormitory",1,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Other government building - police station, prison, fire station, military building",1,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Outdoor recreational building - country club, golf club campground facilities, outdoor skating rink, outdoor swimming pool",2,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Plant for manufacturing, processing and assembling goods",9,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Post-secondary institution - technical institute, trade school",2,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Recreation,19,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Restaurant, bar, tavern, night club, diner, donut shop",18,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Retail and wholesale outlets,24,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Retail complex - plaza, mall, shopping center, store and office building",27,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Row condominium,17,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Schools, education",13,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Secondary school, high school, junior high school",4,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Service stations,6,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Special building use - funeral director, crematorium, mausoleum",0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Theatre and performing art center - movie theatre, concert hall, opera house, cultural center",2,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total demolitions,132,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total major institutional and governmental projects,35,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total major non-residential projects,262,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total major permits residential and non-residential,3186,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total major residential project,2924,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total minor commercial projects,337,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total minor industrial projects,133,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total minor institutional and governmental projects,82,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total minor non-residential projects,552,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total minor residential and non-residential,2987,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Total minor residential project,2435,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Trade and services,59,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Transportation terminal,0,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Transportation, utilities",6,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,University,3,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Utility building,6,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,Warehouses,33,1165938.00,15.22,15.66,82200.00
2018,Saskatchewan,"Welfare, home",10,1165938.00,15.22,15.66,82200.00
